gzmeifayongpin.com,1,1,1
hack163.com,1,1,1
guomoshuhua.com,1,1,1
gzzj120.com,159,10,4
guitouyan99.com,0,0,3
guilongseo.com,50,10,1
gshutong.com,0,0,2
grwhsl.com,1,1,1
hbdongyi.com,2,2,1
hfwashing.com,15,10,1
hongkeshebei.com,2,2,1
haodbike.com,1,1,1
hjjmgw.com,1,1,3
grapfx.com,1,1,1
hdfdjsb.com,6,6,1
gxgfsnz.com,22,10,1
gztystj.com,2,2,1
gzdzbwbc.com,0,0,3
gyhkty.com,31,10,1
gzhongmeijia.com,7,7,1
gzjhxd.com,3,3,1
hyzg999.com,0,0,2
gowrishsir.com,1,1,1
glchengye.com,0,0,2
glcfny.com,1,1,1
gsjtjx.com,5,5,2
gyydtz.com,1,1,1
grrbsw.com,3,3,1
gzfxsm.com,21,10,1
gzdingzhu.com,195,10,1
haiyanfz.com,1,1,1
gmhtv.com,26,10,3
globaldispatch.net,3,3,1
glyunshequ.com,1,1,1
gzcjec.com,2,2,1
giannibommarito.com,1,1,1
hbyhjzjx.com,2,2,1
girlbaobao.com,0,0,2
ghactl.com,11,10,1
gramers.net,1,0,1
geruilengye.com,1,1,1
gbi1984.com,1,1,1
georgemudie.com,1,1,1
godgayporn.com,1,1,1
gao312.com,1,1,1
gdmhj666.com,0,0,2
gdzwkj.com,0,0,3
gadjabit.com,1,1,1
gangjie365.com,6,6,1
fzmlhc.com,1,1,2
gennsports1.com,1,1,1
fvanjewelry.com,1,1,1
futanarihentaiporn.com,1,1,1
fudongwuzi.com,0,0,4
fuckqidian.com,1,1,1
fuhepack.com,0,0,2
gdyinghong.com,0,0,2
fxxfw.com,22,10,1
freehdvideogames.com,1,1,1
fubako.net,1,1,1
goliduo.com,0,0,3
fsxifuhui.com,0,0,2
gallinula.com,1,1,1
fqddpx.com,1,1,2
foxzcon.com,0,0,2
geminisky.net,1,1,1
furniturebm.com,3,3,1
futeboltop.com,0,0,2
foevo.com,4,4,1
flippingmiamidade.com,1,1,1
fjbyts.com,1,1,2
fish91.com,15,0,1
gaoxingwen.com,1,1,1
gaxifulai.com,51,10,1
fjshhyy.com,3,3,1
feishengcs.com,1,1,1
feilvbinxianshangyule.com,1,1,1
fibbow.com,0,0,2
findr.net,4,4,1
fydati.com,1,1,1
feiyueshijie.com,16,10,1
fifthbee.com,1,1,3
fectpublish.com,1,1,3
flippingtricks.com,1,1,1
fhd999.com,5,5,1
flippingjob.com,1,1,1
fastcashloansonlinedirectly.com,1,1,1
fjmjedu.com,53,10,1
fasingcnc.com,0,0,3
floorsgurgaon.com,1,1,1
farskids319.com,1,1,1
extremesexclub.com,0,0,3
fengzicuo.com,0,0,2
exclamburger.com,1,1,1
fanke528.com,0,0,3
fiftiesdiner.net,1,1,1
falv124.com,0,0,2
fsdfibre.com,1,1,1
ftuan001.com,0,0,2
fdqzzx.com,0,0,3
freeclub58.com,11,10,1
esfyf.com,1,1,1
ezerratchaga.com,1,1,1
erk45g.com,1,1,1
escortsnews.com,6,6,1
entityspaces.net,0,0,3
eventhotline.com,2,2,1
evoges.net,1,1,1
epeixun.net,1,1,1
fcp365.com,5,5,1
endysisgroup.com,0,0,2
engine4pr.net,1,1,1
eskuko.com,1,1,1
engjoyyy.com,1,1,1
escxt.com,2,2,1
electiondatabase.com,1,1,1
eit168.com,13,10,1
eduitaly.com,0,0,2
edp100.com,7,7,1
econairsupply.com,9,9,1
ecolorspace.com,32,10,1
englishapplications.com,1,1,1
dzllzl.com,19,10,1
dzhmfhj.com,19,10,2
dyzhcg.com,44,10,1
dx0951.com,1,1,1
erkl5g.com,1,1,1
dujiahuiyi.com,0,0,2
drlaubandassociates.com,1,1,1
egoutv.com,2,2,1
dunktags.com,1,1,1
droidbiketours.com,0,0,2
elibole.com,0,0,4
entenrennen.net,1,1,1
duodouguo.net,1,1,1
fangdichanlvshi.com,2,2,1
dpsc63.com,4,4,1
dongfhcyl.com,3,3,1
dx0531.com,205,10,2
dongdaoqimo.com,1,1,1
edsmith4congress.com,1,1,1
dllq55.com,0,0,2
dlxrcg.com,18,10,1
dizimuzik.net,1,1,1
dl3927.com,274,10,3
diymobi.com,1,1,1
feelgreatpills.com,1,1,1
disfrutatuvino.com,1,1,1
dssport.net,0,0,2
fangzst.com,1,1,1
dzhydq88.com,0,0,2
ealsun.com,0,0,3
dssmafia.com,1,1,1
diannaozhouyi.com,0,0,3
dgjintailai.com,0,0,2
drgooddeal.com,1,1,1
dflyl.com,1,1,1
dijia800.com,269,10,1
dgyuyidz.com,42,10,1
dkcmsz.com,10,10,1
dgycjy.com,2,2,1
dgradar.com,0,0,2
dermarejuv.com,1,1,1
dgsyiyi.com,0,0,2
denahm.com,1,1,1
dejinguoji.com,1,1,1
decerning.com,1,1,1
didafan.com,1,1,1
douduoguo.net,1,1,1
dirtyxxxslags.com,0,0,2
dblcl.com,0,0,2
doolakomtv.com,2,2,1
dlwndj.com,3,3,1
desiparty.net,1,1,1
dbsbxw.com,3,3,2
dageliu.com,1,1,1
ddmg123.com,57,10,1
cyphrenet.com,1,1,1
daxingsheying.com,760,9,3
daifawailian.com,0,0,5
czjxfz.com,1,1,1
cztfxtx.com,2,2,1
daiguawang.com,0,0,2
czgzzc.com,126,10,1
cznvhz.com,10,10,1
dd399.com,1,1,3
dayulc.com,0,0,2
debaiwuliu.com,0,0,3
cslsm.com,0,0,2
ddz2.com,1,1,1
dealsbykim.com,1,1,1
daigouxiu.com,1,1,1
cs5201314.com,1,1,1
dasuw.com,760,10,1
csdaq.net,0,0,2
cswafflesfamilyrestaurant.com,1,1,1
cronosbro.com,2,2,1
crovliaipotomtenn500.com,1,1,1
df185.com,0,0,2
dfhxdmp.com,7,7,1
cqjxsl.com,1,1,1
cqhuayan.com,0,0,2
dongfubenke.com,3,3,1
ddjiale.com,14,10,1
cqmsfz.com,0,0,2
couponsformouthwash.com,1,1,1
czxgcl.com,0,0,2
cqjianghua.com,29,10,1
czjhgg.com,1,1,1
dbydyp.com,0,0,3
czjdcg.com,9,9,1
continualmovement.com,1,1,1
cqwzhy.com,18,10,3
cqlingan.com,2,2,1
dawjgjyl.com,1,1,1
czbaohang.com,5,5,1
comchezvous.com,1,1,1
cnyxgc.com,0,0,2
czwantou.com,0,0,4
cnzsa.com,0,0,2
craagle.net,1,1,1
cnlongnan.com,0,0,2
cnhjdp.com,0,0,3
clothshoppings.com,4,0,1
climatisationautomobile.com,1,1,1
csatks.com,6,6,1
ciguanghc.com,172,10,1
city531.com,1,1,1
citschina.com,0,0,3
cjjcnltz.com,1,1,1
cjjcnalimai.com,1,1,1
chineserose.net,0,0,3
chinaxxw.net,0,0,2
cndatasos.com,14,10,3
chinashukong.com,9,9,2
chieuphimhd.net,1,1,1
chinabxr.com,1,1,1
chinashenshou.com,1,1,1
chinalanbei.com,1,1,3
chinaikea.com,0,0,2
chinavaccum.com,5,5,1
cheapfashionbags.com,516,9,1
chibawangcan.com,1,1,1
cloudholic.com,1,1,1
conspiracythisweek.com,1,1,1
chinabaojiali.com,1,1,1
chaoshentongwanju.com,6,6,1
dealingcoupon.com,1,1,1
chengdufapiaodaikai.com,2,2,1
chaussurenikehyperrev2015.com,1,1,1
chengdongjian.com,0,0,2
clippersafe.net,2,2,1
chanpinji.com,1,1,1
chenxiang2014.com,1,1,1
cfjakj.com,2,2,1
cerrajeriaferroarte.com,1,1,1
chaojixiaobu.com,13,10,1
computerrepairwilmslow.com,1,1,1
cdyinghe.com,0,0,2
celinejpoutlet.com,1,1,1
costaricasuenos.com,1,0,1
cdbaiqiang.com,8,8,1
cdcmtj.com,0,0,2
cbbpet.com,75,10,1
chinazcgf.com,0,0,3
ccutssw.com,0,0,2
cdcdjt.com,43,10,1
cautionlight.net,2,2,1
centrohipicobraga.com,1,1,1
chinatrademanager.com,1,1,1
cdjieshen.com,0,0,3
chinaleiyong.com,1,1,1
celebritiesfake.net,0,0,2
chanhengfaqi.com,1,1,1
cbzxzl.com,45,10,1
celebrityevent.net,0,0,2
chaoyebike.com,1,1,1
cfwxqt.com,6,6,1
ccaykj.com,2,2,1
conecrusher.net,0,0,2
chengyongju.com,2,2,1
carsrepossessed.com,1,1,1
cascadelandscape.net,1,1,1
chengzhao95511.com,0,0,2
cdsxsmm.com,4,4,1
coodew.com,0,0,2
canteve.net,1,1,1
cocomartini.com,0,0,2
cceslo.com,1,1,1
cgjiudian.com,1,1,1
cantonfairsc.com,0,0,3
cemobilephone.com,1,1,1
cambiochaco.com,1,1,1
chinesezhenghe.com,0,0,2
cakranetwork.com,1,1,1
bxh99.com,14,10,1
cdrpd.com,0,0,2
ccjqzl.com,0,0,3
cadsz.com,0,0,2
chandijia.com,1,1,1
cchengxindai.com,1,1,1
buxiugangguolvqi.com,1,1,1
cheaponlineflights.com,0,0,2
buyhua.net,2,2,1
bzcajc.com,4,4,1
buyshopnum1.com,0,0,4
buildyourownfleshlight.com,0,0,3
btxbzj.com,7,7,1
btsuperman.com,3,3,1
bresl.com,1,1,1
brianmichaelmarkpa.com,1,1,1
boyuaqp.com,0,0,4
ca6688.com,0,0,4
bst027.com,0,0,2
brazzerwap.com,1,1,1
boyscouttv.com,1,1,1
bqznjj.com,19,10,1
bongoos.com,1,1,1
bobibulang.com,2,2,1
bmcfsb.com,1,1,1
bosofc.com,0,0,3
boboskw.com,1,1,1
ccqnn.com,4,4,1
blyq0476.com,1,1,1
boliyy.com,0,0,3
boligang4434.com,30,10,1
blhx100.com,8,8,1
bjysxc.com,2,2,1
bjjxfqcgs.com,13,10,1
bjxinwuyi.com,0,0,3
bjxhstbxg.com,4,4,1
bjxc999.com,1,1,1
bjpekl.com,1,1,1
bjhuachengglass.com,2,2,1
bjzspycm.com,7,7,1
bismllc.com,1,1,1
bjrtky.com,0,0,2
bjhxygf.com,1,1,1
bostonacupuncturist.com,0,0,2
bjsuwei.net,1,1,1
bgneon.com,2,2,1
bjtuoda.com,114,10,2
bicylestyle.com,2,2,1
caminolibre.com,1,1,1
buckheadweddingflowers.com,1,1,1
bestpriceacai.com,0,0,2
bjdongfangyajie.com,5,5,1
bjqgbzmj.com,4,4,1
bestuggobootsoutlet.com,0,0,2
besserinformiert.net,1,1,1
bitflipgames.com,0,0,2
bjsyktyj.com,10,10,1
bdwxgs.com,5,5,1
beachballtv.com,1,1,1
beezk.com,2,2,1
beijinghuamei.com,0,0,2
beatsbydrehorlurar.com,0,0,2
bboybluesthemovie.com,2,2,1
berndesweddings.com,1,1,1
bgjjgs.com,57,10,1
bjxglkf.com,1,1,1
bbs0759.com,0,0,4
bc808.net,2,2,1
biaoyunyz.com,1,1,1
banbenkewenping.com,22,10,1
bighouse365.com,0,0,4
bigbrotherbb.com,1,1,1
bjyg88.com,4,4,1
bjyzht.com,0,0,3
baitmanbobbait.com,1,1,1
bjtongyin.com,2,2,1
balitonghua.com,16,10,1
baijiadaguoji.com,4,4,1
barclaysturningthecorner.com,2,2,1
baidu798.com,0,0,2
baiduwuxi.com,0,0,3
brazesr.com,1,1,1
ayy10086.com,1,1,1
baotafangzhi.com,64,10,1
baishenghz.com,0,0,3
baihecarpet.com,1,1,1
begoniawm.com,1,1,1
babakau.com,0,0,4
bestmichiganchiropractors.com,1,1,1
baileyglenn.com,1,1,1
astralexperiences.com,1,1,1
asjkm.com,2,2,1
bcthjx.com,1,1,1
asiseslim.com,1,1,1
awhsc888.com,2,2,1
awindengx.com,0,0,2
art999.net,1,1,1
bjymst.com,1,1,1
baiyangshanfood.com,0,0,2
audacitybyangelic.com,1,1,1
atsbellydance.com,1,1,1
aoizie.com,1,1,1
arenaconsultingservices.net,1,1,1
apps4linux.com,1,1,1
assuredcareers.com,1,1,1
appleissue.net,1,1,1
aqdongfang.com,55,10,1
anthorpologie.com,1,1,1
amuletcars.com,1,1,1
angelbaobei.com,0,0,2
astralprojectionguides.com,1,1,1
apjinzhen.com,26,10,1
aplchemical.com,0,0,2
androidtoitaly.com,0,0,2
altuh.com,0,0,4
amerginnovation.com,1,1,1
apcangqiong.com,36,10,1
albrechtkunkel.com,1,1,1
apocalypzetcg.com,1,1,1
allfic.com,1,1,1
anbcall.com,1,1,1
anheimy.com,1,1,1
altennotruf.com,1,1,1
alakailasercenter.com,2,2,1
akehqe.com,1,1,1
amaleads.com,1,1,1
anaphylaxistraining.com,1,1,1
ailafang.com,0,0,4
ahswwj.com,73,10,1
ahmrdl.com,14,10,1
aljs318.com,33,10,1
ali97.com,1,1,2
alishanfu.com,1,1,1
aidipcn.com,1,1,1
aerosmack.com,1,1,1
angelaapps.com,0,0,2
ailisitz.com,5,5,1
aijiasft.com,0,0,2
akiyoki.com,1,1,1
adsm567.com,0,0,3
antscome.com,0,0,4
akdz88.com,1,1,1
ahnmyb.com,3,3,1
ainixconsult.com,1,1,1
abc167.com,41,10,1
aid168fs.com,0,0,4
abercrombiemilanoiufficiale.com,0,0,2
95shentu.com,1,1,1
abouttucsonrealestate.com,1,1,1
9994js.com,1,1,1
7ukpf.com,0,0,2
9starcn.com,1,1,1
adamsofo.com,0,0,2
7x0y.com,0,0,2
99ro.net,760,10,3
925bookkeeping.com,1,1,1
aczsc.com,3,3,1
92tongc.com,0,0,2
750fen.com,2,2,1
78bang.com,1,1,1
520ghsy.com,0,0,2
amatergirlfriendvideo.com,0,0,2
51zgfm.com,0,0,2
900guide.com,3,3,1
86753211.com,12,10,1
73uuu.com,0,0,2
520condom.com,28,10,1
518zhishi.com,0,0,3
52ugou.com,1,1,1
52tiens.com,0,0,2
71e68.com,0,0,4
abbybennettdesign.com,1,1,1
56shentu.com,1,1,1
52nongjia.com,0,0,4
798nn.com,18,10,1
91whit.net,0,0,4
4006160133.net,3,3,1
45sword.com,1,1,1
5kkm.com,1,1,1
4399baijiale.com,1,1,1
43632.com,0,0,2
5a123.com,4,4,3
655vip.com,68,10,1
7tianchengjiaoke.com,3,3,1
898869530.com,3,3,1
88839178.com,0,0,2
623la.com,2,2,4
a2zdefinitions.com,2,2,1
630yy.net,1,1,1
928wo.com,0,0,3
361ww.com,0,0,3
365hhmm.com,0,0,3
365tieba.com,0,0,3
360xuangou.com,63,10,1
allairmax.com,0,0,2
2thinkers.net,5,5,1
77chengjiao.com,3,3,1
2tao99.com,5,5,1
7975000.com,7,7,1
8uvsyou.com,282,10,1
263dyy.com,11,10,5
70tj.com,1,1,1
51daopian.com,0,0,2
2cashway.com,1,1,1
5ajjw.com,2,2,1
2393ec148cf85817784e6f1866992b50.com,1,1,1
5959se.com,10,10,1
360icd.com,2,2,1
35yuanma.com,0,0,3
